ds_id,filename,repository_path,canonical_uri,title,description,category,artifact_type,json_schema_dialect,lifecycle_state,record_status,specification_version,schema_dependencies,dependent_schemas,rtm_mapping_basis,rtm_ids,arm_ids,ns_ids,cr_ids,sha256,assigned_date,last_modified_date,notes,repository_release_target,repository_release_target_status,release_status,artifact_lifecycle_state,controlling_published_baseline,baseline_date,rtm_dataset_version
DS-024,authority_lineage.json,schemas/authority_lineage.json,https://agcp.ai/schemas/authority_lineage.json,Authority Lineage,"Canonical domain schema for the complete, attributable, integrity-protected chain through which the evidentiary basis for authority is originated, delegated, approved, constrained, revoked, re-established, and validated for a specific proposed transition. Authority Lineage remains bound to Proposal Identity, target, tenant, governance domain, scope, lifecycle, validity, Canonical State, policy, and evidence. It supports deterministic reconstruction and Authority Re-Derivation but is not portable executable authority and does not itself constitute authority at commitment or permission to execute.",Authority,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-006;DS-017;DS-020;DS-025;DS-026,DS-004;DS-009;DS-011;DS-012;DS-014;DS-015;DS-017;DS-020;DS-021;DS-022;DS-025;DS-029;DS-033;DS-034;DS-036;DS-039;DS-040,"Relationship-specific semantic review of verifiable delegation references, deterministic lineage integrity, mission/task continuity, delegation-chain completeness, attribution consistency, provenance continuity, recursive authority containment, and cross-domain authority isolation; synchronized in RTM-1.12.",RTM-00040;RTM-00042;RTM-00043;RTM-00044;RTM-00045;RTM-00047;RTM-00115;RTM-00116,ARM-101;ARM-102;ARM-103;ARM-107;ARM-201;ARM-202;ARM-203;ARM-301;ARM-302;ARM-303;ARM-304;ARM-305;ARM-306;ARM-307;ARM-308;ARM-603;ARM-604;ARM-605;ARM-606;ARM-609;ARM-610;ARM-703;ARM-709;ARM-710,NS-4.4-01;NS-8.6A-01;NS-8.6A-02;NS-8.6A-03;NS-12.1-01;NS-12.1-02;NS-12.2-01;NS-12.2-02;NS-12.3-01;NS-12.3-02;NS-12.4-01;NS-12.4-02;NS-12.4-03;NS-12.4-04;NS-12.5-01;NS-12.5-02;NS-12.6-01;NS-12.6-02;NS-12.6-03;NS-12.6-04;NS-12.6-05;NS-12.7-01;NS-12.7-02;NS-12.7-03;NS-14.1-01;NS-14.2-01;NS-14.2-02;NS-14.3-01;NS-14.3-02;NS-14.4-01;NS-14.4-02;NS-14.5-01;NS-14.5-02;NS-14.6-02;NS-14.6-03;NS-14.7-01;NS-14.7-02;NS-14.7-03,CR-040;CR-042;CR-043;CR-044;CR-045;CR-047;CR-115;CR-116,f4a898d138d19785057ececfef9e6bab438539300724c43bd2ef96e5bea0b72f,2026-07-22,2026-07-30,"Implemented as the canonical evidentiary authority-chain object. It aggregates DS-025 delegation references, preserves origin, approval, mission/task, scope, revocation, subject eligibility, domain-segment, and replay-protection relationships, and remains evidence for Authority Re-Derivation rather than portable execution authority. Reverse schema dependency metadata synchronized to the active forward schema_dependencies graph in Schema Catalog 1.0.44.",v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-025,delegation_artifact.json,schemas/delegation_artifact.json,https://agcp.ai/schemas/delegation_artifact.json,Delegation Artifact,"Canonical domain schema for an independently verifiable artifact recording bounded authority delegated from one governance principal to another. A Delegation Artifact preserves source authority, scope attenuation, validity, revocation controls, tenant and governance-domain boundaries, target binding, recursive-delegation limits, cross-domain escalation evidence, attribution, integrity, and lineage continuity. It is evidence used during Authority Re-Derivation and does not itself constitute unconditional authority at commitment or permission to execute.",Authority,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-006;DS-007;DS-020;DS-024,DS-009;DS-022;DS-024;DS-034,"Relationship-specific semantic review of verifiable delegation references, deterministic artifact integrity, delegation-chain continuity, attribution consistency, provenance continuity, governed cross-domain transition, and recursive authority containment; synchronized in RTM-1.11.",RTM-00040;RTM-00042;RTM-00044;RTM-00045;RTM-00047;RTM-00072;RTM-00115,ARM-102;ARM-103;ARM-302;ARM-303;ARM-304;ARM-305;ARM-306;ARM-307;ARM-308;ARM-603;ARM-604;ARM-606;ARM-609;ARM-610;ARM-703;ARM-709;ARM-710,NS-4.4-01;NS-8.6A-02;NS-8.6A-03;NS-10.8A-03;NS-12.1-01;NS-12.1-02;NS-12.2-01;NS-12.2-02;NS-12.3-01;NS-12.3-02;NS-12.4-01;NS-12.4-02;NS-12.4-03;NS-12.4-04;NS-12.5-01;NS-12.5-02;NS-12.6-01;NS-12.6-02;NS-12.6-03;NS-12.6-04;NS-12.6-05;NS-12.7-01;NS-12.7-02;NS-12.7-03;NS-14.1-01;NS-14.6-02;NS-16.6A-01;NS-16.6A-02;NS-16.6A-03,CR-040;CR-042;CR-044;CR-045;CR-047;CR-072;CR-115,7ebf7aea68f1b81afd018cbcc0eae09f6820e4faa989977c57ea3142ad372998,2026-07-22,2026-07-30,"Implemented as an immutable delegation-evidence object. Current authority, revocation, expiration, subject eligibility, and commit-time admissibility are re-derived from current qualified governance inputs. DS-022 now uses the DS-025 reference definition. Authority Lineage references now resolve through canonical DS-024.",v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-026,governance_approval_artifact.json,schemas/governance_approval_artifact.json,https://agcp.ai/schemas/governance_approval_artifact.json,Governance Approval Artifact,"Canonical domain schema for an attributable, cryptographically verifiable governance artifact recording human or governed approval, cosignature, positive or negative adjudication, risk acceptance, cancellation, withdrawal, or participation in partial or completed quorum. The artifact is proposal-, lifecycle-, scope-, tenant-, target-, policy-, governance-version-, and validity-bound evidence. It may support lifecycle progression, Authority Re-Derivation, and Commit-Bound Admissibility, but does not itself constitute authority at commitment or permission to execute.",Approval and Adjudication,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-006;DS-007;DS-015;DS-020;DS-033;DS-038,DS-004;DS-006;DS-007;DS-008;DS-009;DS-012;DS-015;DS-017;DS-020;DS-022;DS-024;DS-027;DS-028;DS-029;DS-034;DS-038;DS-040;DS-041;DS-042;DS-043;DS-045,"Relationship-specific semantic mapping approved for approval, adjudication, quorum, expiration, cancellation, and escalation requirements in RTM-1.13.",RTM-00012;RTM-00013;RTM-00014;RTM-00015;RTM-00016;RTM-00017;RTM-00018;RTM-00058;RTM-00059;RTM-00060;RTM-00061,ARM-107;ARM-202;ARM-302;ARM-304;ARM-305;ARM-308;ARM-601;ARM-603;ARM-609;ARM-610;ARM-804;ARM-805,NS-8.6A-01;NS-8.6A-02;NS-8.6A-03;NS-10.8A-03;NS-13.6B-01;NS-13.6B-02;NS-13.6B-03;NS-13.6B-04;NS-13.6B-05;NS-13.6B-06,CR-012;CR-013;CR-014;CR-015;CR-016;CR-017;CR-018;CR-058;CR-059;CR-060;CR-061,52656fc18ea4a4786aa62f16ac80426261f8d370c14271559fd7d9cf8d740625,2026-07-22,2026-08-03,Authoritative DS-026 AGCP-created or AGCP-qualified Governance Approval Artifact. It requires artifact_origin=AGCP_CREATED_OR_QUALIFIED and is not accepted as IF-001 ingress. DS-016 remains permanently retired; DS-045 is the separate active submission schema.,v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-027,governance_receipt.json,schemas/governance_receipt.json,https://agcp.ai/schemas/governance_receipt.json,Governance Receipt,"Canonical attributable and integrity-protected record of a non-refusal AGCP governance result. A Governance Receipt binds a Governed Action Proposal and its qualified governance basis to the recorded decision, authorization, approval or adjudication, commitment, enforcement, execution outcome, lifecycle transition, continuation outcome, or governed re-evaluation result. It is governance evidence rather than a mere application response and does not itself create authority at commitment or permission to execute. Structural Refusal is documented through a Refusal Record, not this schema.",Evidence and Provenance,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-015;DS-017;DS-020;DS-026;DS-029;DS-030;DS-031;DS-033;DS-037;DS-038;DS-039;DS-040,DS-014;DS-015;DS-017;DS-019;DS-020;DS-028;DS-038;DS-039;DS-040,"Relationship-specific semantic mapping approved for canonical-state, governing-constraint, integrity, attribution, replay, evidence-continuity, evidence-availability, and independent-verification receipt requirements in RTM-1.14.",RTM-00062;RTM-00063;RTM-00064;RTM-00065;RTM-00066;RTM-00067;RTM-00068;RTM-00069;RTM-00086,ARM-104;ARM-602;ARM-603;ARM-604;ARM-605;ARM-606;ARM-607;ARM-608;ARM-609;ARM-610,NS-10.1-01;NS-10.2-01;NS-10.2-02;NS-10.2-03;NS-10.4-01;NS-10.5-01;NS-10.5-02;NS-10.6-01;NS-10.7-01;NS-10.7-02;NS-10.7-03;NS-10.8A-01;NS-10.8A-02;NS-10.8A-03,CR-062;CR-063;CR-064;CR-065;CR-066;CR-067;CR-068;CR-069;CR-086,3b39c50b75140a36992ff7962b094d91dd12e05b71dbd0ae307a8fb861f3142f,2026-07-22,2026-07-30,Authoritative DS-027 canonical Governance Receipt for non-refusal governance results. Structural Refusal remains exclusively documented by DS-028 Refusal Record.,v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-028,refusal_record.json,schemas/refusal_record.json,https://agcp.ai/schemas/refusal_record.json,Refusal Record,"Canonical attributable, integrity-protected, ledger-recorded, and replay-verifiable record documenting Structural Refusal and the governance basis that prevented a proposed transition from becoming operationally real. A Refusal Record is distinct from a policy denial, authorization failure, commit failure, transport error, warning, score, recommendation, or audit note.",Evidence and Provenance,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-007;DS-008;DS-015;DS-020;DS-026;DS-027;DS-029;DS-030;DS-032;DS-033;DS-038;DS-040,DS-002;DS-011;DS-012;DS-014;DS-015;DS-019;DS-020;DS-022;DS-038;DS-039;DS-040,Exact DS-to-requirement assignments derived from the authoritative RTM-1.46 DS_ID column; the catalog records the corresponding RTM_ID and CR_ID sets without omission or addition.,RTM-00009;RTM-00053;RTM-00054;RTM-00055;RTM-00056;RTM-00057;RTM-00060;RTM-00087;RTM-00088,ARM-105;ARM-108;ARM-204;ARM-601;ARM-603;ARM-604;ARM-605;ARM-606;ARM-608;ARM-609;ARM-610;ARM-702;ARM-803;ARM-804,NS-6.3-02;NS-6.5-01;NS-6.5-02;NS-6.5-03;NS-7.4-01;NS-7.4-05;NS-7.5-01;NS-9.6A-03;NS-10.5-01;NS-10.5-02;NS-10.7-01;NS-10.7-02;NS-10.7-03;NS-10.8A-01;NS-10.8A-02;NS-10.8A-03;NS-13.6B-01,CR-009;CR-053;CR-054;CR-055;CR-056;CR-057;CR-060;CR-087;CR-088,69b7336d93976190c134b1c9459dd8ba5964ce2f40062095831707607177d991,2026-07-22,2026-07-30,"Authoritative DS-028 canonical Refusal Record for Structural Refusal. Policy denial, authorization failure, commit failure, deferral, and re-evaluation remain non-refusal results unless a separate Structural Refusal is applied. RTM/CR traceability synchronized to RTM-1.46 by adding RTM-00009 and CR-009. Reverse schema dependency metadata synchronized to the active forward schema_dependencies graph in Schema Catalog 1.0.44.",v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-029,enforcement_context.json,schemas/enforcement_context.json,https://agcp.ai/schemas/enforcement_context.json,Enforcement Context,"Canonical, independently identifiable and traceable integrity-protected enforcement-facing projection of the completed governance basis supplied by the Governance Realization Function to a specific Policy Enforcement Point. It binds the proposal, decision, authorization, current proposal-specific authority, qualified evidence, target, Tenant, policy, qualified Canonical State, lifecycle state, scope, validity, Governance Version, resulting-state validation, composite conditions, and Governance Binding Validation needed to apply the decision correctly. Enforcement Context does not replace Canonical State, the Governance Context Envelope, or Governance Evidence and does not itself create authority, authorize execution, or commit a transition.",Commit and Enforcement,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-006;DS-015;DS-017;DS-020;DS-024;DS-026;DS-030;DS-031;DS-032;DS-033;DS-034;DS-035;DS-036;DS-037;DS-038;DS-039;DS-041,DS-014;DS-018;DS-019;DS-020;DS-027;DS-028;DS-040,"Relationship-specific semantic mapping approved for Enforcement Context availability, Enforcement Decision Integrity, and Governance Enforcement Binding in RTM-1.24.",RTM-00119;RTM-00120;RTM-00121,ARM-203;ARM-210;ARM-211;ARM-212;ARM-213;ARM-401;ARM-601;ARM-702,NS-9.3-01;NS-9.3-02;NS-9.4-01;NS-9.4-02;NS-9.4-03;NS-9.4-04;NS-9.6A-03;NS-9.6A-04,CR-119;CR-120;CR-121,ec6b2f9711c9aeb46750fc156051297040d61b30bccb3641933f1482da338cca,2026-07-22,2026-07-30,"Canonical DS-029 Enforcement Context assembled from the completed qualified governance basis and supplied to a specific Policy Enforcement Point. It preserves Governance Enforcement Binding, supports fail-closed mismatch detection, and does not replace source governance objects or independently create authority, authorization, execution, or commitment.",v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-030,governance_binding_validation_result.json,schemas/governance_binding_validation_result.json,https://agcp.ai/schemas/governance_binding_validation_result.json,Governance Binding Validation Result,"Canonical, independently identifiable and traceable commit-time result confirming that the proposal remains bound to the same governance decision, execution authorization, current proposal-specific authority, qualified evidence, target, Tenant, governance domain, policy, qualified Canonical State, Derived Lifecycle State, scope, validity window, Governance Version, and applicable composite bind conditions evaluated by governance.",Commit and Enforcement,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-006;DS-015;DS-017;DS-020;DS-031;DS-032;DS-033;DS-034;DS-035;DS-036;DS-037;DS-038;DS-041,DS-014;DS-018;DS-019;DS-020;DS-022;DS-027;DS-028;DS-029;DS-039;DS-040,"Relationship-specific semantic mapping approved for Governance Realization, composite pre-bind re-evaluation, and governed partial-binding continuity in RTM-1.23.",RTM-00102;RTM-00107;RTM-00109,ARM-202;ARM-203;ARM-205;ARM-206;ARM-207;ARM-208;ARM-212;ARM-213,NS-9.6A-01;NS-9.6A-02;NS-9.6A-04;NS-9.6B-03;NS-9.6B-05,CR-102;CR-107;CR-109,59d34233ad865a0194be6f8c559c62f27aae8c56c5f4cd38621ffffb9b1e499f,2026-07-22,2026-07-29,"Canonical DS-030 commit-time Governance Binding Validation result. It compares the previously evaluated binding with current qualified governance inputs across proposal, decision, authorization, authority, evidence, target, Tenant, policy, Canonical State, lifecycle, scope, validity, Governance Version, and composite bind conditions. It permits Enforcement Context assembly only when all applicable dimensions remain intact and does not itself authorize, enforce, or commit execution.",v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-031,resulting_state_validation_result.json,schemas/resulting_state_validation_result.json,https://agcp.ai/schemas/resulting_state_validation_result.json,Resulting-State Validation Result,"Canonical, independently identifiable and traceable pre-commit validation of the projected aggregate state produced by one governed transition, a complete Bind Set, or an explicitly governed executable subset. The result preserves applicable constraints, invariants, dependency and coupling conditions, qualified Canonical State, aggregate effects, deterministic projection, attribution, integrity, and replay. It contributes to Commit-Bound Admissibility but does not establish authority, authorize execution, select an executable subset, or commit a transition.",Commit and Enforcement,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-006;DS-032;DS-033;DS-035;DS-036;DS-040,DS-014;DS-018;DS-019;DS-020;DS-027;DS-029;DS-030;DS-037;DS-040,Relationship-specific semantic mapping approved for Governance Realization support and explicit determination that a complete or partial transition set preserves acceptable projected resulting state in RTM-1.21.,RTM-00102;RTM-00109,ARM-205;ARM-206;ARM-207;ARM-208;ARM-216;ARM-217,NS-9.6B-01;NS-9.6B-02;NS-9.6B-04;NS-9.6B-05,CR-102;CR-109,058523ee4755b94e94b8a243dc2a8ca8003b7a0e4c58121af01daffe7245df6d,2026-07-22,2026-07-29,"Canonical DS-031 pre-commit Resulting-State Validation. It evaluates deterministic projected aggregate state for a single transition, complete Bind Set, or explicitly governed executable subset; preserves constraints, invariants, dependency and coupling conditions; and blocks commitment when the state is invalid or indeterminate. It is not authority, authorization, subset selection, or commitment.",v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-032,state_qualification_result.json,schemas/state_qualification_result.json,https://agcp.ai/schemas/state_qualification_result.json,State Qualification Result,"Canonical, independently identifiable and traceable result of evaluating whether governance-relevant information is suitable for inclusion in or use as Canonical State for a defined evaluation horizon. The result records freshness, provenance, completeness, consistency, integrity, availability, conflict resolution, and ordering suitability; distinguishes qualified, not-qualified, and indeterminate outcomes; and prevents admissibility from proceeding when Canonical State suitability is not established.",Qualification,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-020,DS-011;DS-012;DS-015;DS-017;DS-018;DS-020;DS-023;DS-028;DS-029;DS-030;DS-031;DS-034;DS-037;DS-039;DS-040,"Relationship-specific semantic mapping approved for Canonical State availability, freshness, conflict resolution, and pre-admissibility State Qualification requirements in RTM-1.16.",RTM-00048;RTM-00049;RTM-00050;RTM-00103,ARM-103;ARM-402;ARM-403;ARM-404;ARM-405;ARM-406;ARM-408,NS-4.6-01;NS-4.6-02;NS-7.4-01;NS-7.6A-01;NS-9.6A-01,CR-048;CR-049;CR-050;CR-103,2a540ebc37c18dc65f769daad00a8cb62a4325f4099c92250feae489d4316e17,2026-07-22,2026-07-30,"Extracted from the transitional State Qualification model embedded in DS-023. DS-032 now records qualified, not-qualified, and indeterminate outcomes; DS-023 accepts only the qualified outcome. Reverse schema dependency metadata synchronized to the active forward schema_dependencies graph in Schema Catalog 1.0.44.",v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-033,evidence_qualification_result.json,schemas/evidence_qualification_result.json,https://agcp.ai/schemas/evidence_qualification_result.json,Evidence Qualification Result,"Canonical, independently identifiable and traceable result of determining whether the evidence required for a governance decision is sufficiently fresh, provenanced, integrity-verifiable, authoritative, resolvable, sufficient, and available for the specific proposal, action, target, tenant, policy, and evaluation horizon. Evidence that is not qualified cannot support admissibility or authority merely because an artifact or reference exists.",Qualification,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-006;DS-020;DS-024,DS-011;DS-012;DS-015;DS-017;DS-018;DS-020;DS-022;DS-023;DS-026;DS-027;DS-028;DS-029;DS-030;DS-031;DS-034;DS-037;DS-039;DS-040,"Relationship-specific semantic mapping approved for evidence provenance, reference resolvability, sufficiency, integrity, change detection, availability, and pre-admissibility Evidence Qualification requirements in RTM-1.17.",RTM-00005;RTM-00041;RTM-00054;RTM-00064;RTM-00067;RTM-00068;RTM-00097,ARM-202;ARM-203;ARM-204;ARM-302;ARM-601;ARM-603;ARM-606;ARM-609;ARM-610,NS-6.4-02;NS-7.6A-01;NS-7.6A-02;NS-9.6A-01;NS-10.5-01;NS-10.5-02;NS-10.6-01;NS-10.6-02,CR-005;CR-041;CR-054;CR-064;CR-067;CR-068;CR-097,848bf6eb2cdbb78a33b5a4c0f3ae4d6f4d4acbc23fc15b0ada338cc55d536ce3,2026-07-22,2026-07-30,"Canonical DS-033 Evidence Qualification result. The schema externalizes the transitional shared model, adds mandatory availability qualification, supports qualified, not-qualified, and indeterminate outcomes, and supplies the canonical qualified_evidence_ref used by active governance schemas. Reverse schema dependency metadata synchronized to the active forward schema_dependencies graph in Schema Catalog 1.0.44.",v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-034,authority_rederivation_result.json,schemas/authority_rederivation_result.json,https://agcp.ai/schemas/authority_rederivation_result.json,Authority Rederivation Result,"Canonical, independently identifiable and traceable result of re-deriving proposal-specific authority immediately before commitment from current qualified governance inputs. The result evaluates current Canonical State, Authority Lineage, Delegation Artifacts, Governance Approval Artifacts, qualified evidence, authorization, target, tenant, governance domain, lifecycle, scope, validity, revocation, subject eligibility, recursive containment, and cross-domain isolation. It precedes Commit-Bound Admissibility and Governance Binding Validation and does not itself grant permission to execute.",Authority,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-006;DS-007;DS-015;DS-017;DS-020;DS-024;DS-025;DS-026;DS-032;DS-033;DS-038;DS-041,DS-014;DS-018;DS-019;DS-020;DS-029;DS-030;DS-037;DS-039;DS-040,"Relationship-specific semantic mapping approved for current tenant and subject status, non-portable prior authorization, current Canonical State, continued governing assumptions, direct commit-time Authority Re-Derivation, Recursive Authority Containment, and Cross-Domain Authority Isolation requirements in RTM-1.18.",RTM-00024;RTM-00025;RTM-00031;RTM-00032;RTM-00033;RTM-00096;RTM-00115;RTM-00116,ARM-103;ARM-301;ARM-302;ARM-303;ARM-304;ARM-305;ARM-306;ARM-307;ARM-308;ARM-601;ARM-603;ARM-606;ARM-609;ARM-610,NS-8.6A-01;NS-8.6A-02;NS-8.6A-03;NS-9.6A-01;NS-12.1-01;NS-12.1-02;NS-12.2-01;NS-12.2-02;NS-12.3-01;NS-12.3-02;NS-12.4-01;NS-12.4-02;NS-12.4-03;NS-12.4-04;NS-12.5-01;NS-12.5-02;NS-12.6-02;NS-12.6-03;NS-12.7-03,CR-024;CR-025;CR-031;CR-032;CR-033;CR-096;CR-115;CR-116,ad4db7436967a7c8c1e510eddd7f4bea4745b8b1575fd5a53745d3c00b2a23f8,2026-07-22,2026-07-29,"Canonical DS-034 commit-time Authority Re-Derivation result. It consumes current qualified Canonical State and evidence, Authority Lineage, Delegation Artifacts, Governance Approval Artifacts, authorization, target, tenant, lifecycle, scope, validity, revocation, recursive-containment, and cross-domain conditions. It is proposal-specific, non-portable, and precedes Commit-Bound Admissibility and Governance Binding Validation.",v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-035,bind_set.json,schemas/bind_set.json,https://agcp.ai/schemas/bind_set.json,Bind Set,"Canonical, independently identifiable and traceable complete candidate collection of governed sub-transitions evaluated as a coordinated governance unit. A Bind Set preserves parent and sub-transition identity, target, Tenant, governance domain, declared coupling semantics, Governance Dependency Graph binding, aggregate-effect basis, and partial-binding policy. It supplies the complete evaluation context for coordinated binding but does not itself establish authority, authorize execution, determine Partial-Bind Admissibility, or approve an executable subset.",Composite Governance,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-006;DS-036,DS-014;DS-018;DS-019;DS-020;DS-021;DS-029;DS-030;DS-031;DS-036;DS-037;DS-040,"Relationship-specific semantic mapping approved for composite proposal representation, explicit coupling classification, and governed partial-bind consideration in RTM-1.20.",RTM-00105;RTM-00108;RTM-00109,ARM-205;ARM-206;ARM-207;ARM-208;ARM-216;ARM-217,NS-9.6B-01;NS-9.6B-02;NS-9.6B-03;NS-9.6B-05,CR-105;CR-108;CR-109,d98a575bec9588c47b03438e7b93316e0eba18a11edf41cafe943ca14be55eac,2026-07-22,2026-07-29,"Canonical DS-035 complete candidate Bind Set. It preserves parent/sub-transition identity, targets, authority domains, coupling semantics, DS-036 dependency-graph binding, aggregate-effect basis, and declared partial-binding policy. It does not establish authority, authorize execution, determine Partial-Bind Admissibility, or approve an executable subset.",v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-036,governance_dependency_graph.json,schemas/governance_dependency_graph.json,https://agcp.ai/schemas/governance_dependency_graph.json,Governance Dependency Graph,"Canonical, independently identifiable and traceable structured representation of governance-significant dependency, prerequisite, ordering, authority, synchronization, consistency, execution, resource, policy, evidence, and state relationships among governed sub-transitions of a composite proposal. The graph makes dependencies explicit for composite evaluation, re-evaluation, Governance Binding Validation, Deterministic Adjudication, Partial-Bind Admissibility, Resulting-State Validation, coordinated enforcement, and replay. It does not itself establish authority, authorize execution, or determine partial-bind admissibility.",Composite Governance,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-006;DS-007;DS-008;DS-020;DS-024;DS-035;DS-038,DS-014;DS-018;DS-019;DS-020;DS-021;DS-022;DS-029;DS-030;DS-031;DS-035;DS-037;DS-039;DS-040,Relationship-specific semantic mapping approved for explicit Governance Dependency Graph preservation and deterministic pre-bind re-evaluation following material dependency-condition change in RTM-1.19.,RTM-00106;RTM-00107,ARM-206;ARM-207;ARM-208;ARM-209;ARM-212;ARM-216;ARM-217;ARM-807,NS-9.6A-02;NS-9.6A-03;NS-9.6B-02;NS-9.6B-03;NS-9.6B-04;NS-9.6B-05;NS-13.3-01;NS-13.3-02;NS-13.4-01;NS-13.4-03;NS-16.3-01;NS-16.3-02;NS-16.4-01;NS-16.4-02;NS-16.4-03,CR-106;CR-107,439c23ff76174ffa848605e5f5345bd49f4b5b4ce72319e2d41cf26dc516be20,2026-07-22,2026-07-30,"Canonical DS-036 Governance Dependency Graph extracted from DS-021. It models explicit governed sub-transition nodes and typed dependency relationships, requires attributable graph validation and replay material, and mandates deterministic pre-bind re-evaluation after material dependency-condition change. It does not itself establish authority, authorize execution, or determine partial-bind admissibility.",v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
